[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["ДВЕРІ","ДЕРЕВ'ЯНІ","DOORWood","DOOR","Wood doors, home, school, most general door category probably.","під'їзд, вхідні двері, шафа"],
["ШУХЛЯДИ","МЕТАЛ","DRWRMetl","DRWR","Metal drawers like on a toolbox.","ящик для інструментів, ящик для стелажа, картотека, касовий апарат, сейф"],
["ШУХЛЯДИ","РІЗНЕ","DRWRMisc","DRWR","Drawer sounds not fitting another category in this list.","різне"],
["ШУХЛЯДИ","ПЛАСТИК","DRWRPlas","DRWR","Plastic drawers, maybe on a parts bin.","ящик для деталей, органайзер для столу"],
["ШУХЛЯДИ","ДЕРЕВО","DRWRWood","DRWR","Kitchen drawers, bathroom drawers. Most drawers would probably fall into this category.","кухонна шухляда, шухляда для ванної кімнати"],
["ЕЛЕКТРИКА","ДУГА","ELECArc","ELEC","A longer movement of electricity, think Jacob's ladder, or a power station switching arc when decoupled.","драбина Якова, котушка Тесли, ковчег, арка, електростанція, електричний струм"],
["ЕЛЕКТРИКА","ГУДІННЯ ТА ДЗИЖЧАННЯ","ELECBuzz","ELEC","Ground hum, buzzes, steady electrical hums, guitar pickup hum, amp hum. Any steady electric hum or buzz.","гул землі, гул підсилювача, гул підсилювача, гул динаміка, гул динаміка, гул, гул, гул, індукційний гул"],
["ЕЛЕКТРИКА","ЕЛЕКТРОМАГНІТНЕ ПОЛЕ","ELECEmf","ELEC","Electromagnetic field recordings specifically.","ЕРС, котушка, звукознімач, індукція"],
["ЕЛЕКТРИКА","РІЗНЕ","ELECMisc","ELEC","Electric sounds not fitting another category in this list.","різне"],
["ЕЛЕКТРИКА","ІСКРИ","ELECSprk","ELEC","Think sparklers, or a downed power line emitting sparks, welding... A singular spark would probably be a ZAP.","іскріння, зварювання, розпилення, коротке замикання"],
["ЕЛЕКТРИКА","РОЗРЯД","ELECZap","ELEC","A short, shocking fast percussive electrical sound. Or a repetition of short fast sounds. A taser is a series of ZAPS.","розряд, шокер, електрошокер, електрошокер, електрошокер"],
["СПОРЯДЖЕННЯ","ВУЗДЕЧКА ТА УПРЯЖ","EQUIPBridle","EQUIP","Equipment for animals use. Horse bridle, reigns, leashes, harnesses, dog leashes, saddle straps.","вуздечка, правління, повідець, шлейка, собачий повідець, ремінь сідельний"],
["СПОРЯДЖЕННЯ","ВИСОКОТЕХНОЛОГІЧНЕ","EQUIPTech","EQUIP","Hi-Tech gear, things like spacesuits, complex suits with lots of gizmos or complex parts.","скафандр, пояс розвантажувальний"],
["СПОРЯДЖЕННЯ","РІЗНЕ","EQUIPMisc","EQUIP","Equipment sounds not fitting another category in this list. See also TOOLS and OBJECT categories.","різне"],
["СПОРЯДЖЕННЯ","ТУРИСТИЧНЕ","EQUIPRec","EQUIP","Recreational gear, like backpacks, hiking gear, rock climbing harnesses, camping tents. Specifically outdoor recreation. See also OBJECTS-GYM.","рюкзак, похід, піший туризм, альпінізм, сходження, скелелазіння, табір, намет"],
["СПОРЯДЖЕННЯ","СПОРТИВНЕ","EQUIPSprt","EQUIP","Gear worn while playing sports, American football shoulder pads, hockey gear, etc.","наплічник, наколінник, гомілка, ремінь спортивний"],
["СПОРЯДЖЕННЯ","ТАКТИЧНЕ","EQUIPTact","EQUIP","Military and police belts, bandoliers, ammo belts. Military gear, troop gear.","ремінь, тактичний, службовий, поясний, патронташ, поліцейський, військовий, бандолієр"],
["ВИБУХИ","ЗВУКОВИЙ ДИЗАЙН","EXPLDsgn","EXPL","Designed or stylized explosions and sweeteners. Hyperreal explosions.","ударна хвиля, підсолоджувач, відлуння"],
["ВИБУХИ","РІЗНЕ","EXPLMisc","EXPL","Explosion sounds not fitting another category in this list.","детонація"],
["ВИБУХИ","СПРАВЖНІ","EXPLReal","EXPL","Real explosion recordings, realistic explosions, not overly stylized. (FIREWORKS has its own category)","вибух, імплозія, тріск, хлопок"],
["ПУКАННЯ","ЗВУКОВИЙ ДИЗАЙН","FARTDsgn","FART","Fake or designed farts, whoopie cushion, flarp, mouth farts.","шпаклівка, малина, малина, подушка-пустушка, пузо, пахви, пукалка, пукалка, повітряна кулька"],
["ПУКАННЯ","РІЗНЕ","FARTMisc","FART","Fart sounds not fitting another category in this list.","тваринний пук"],
["ПУКАННЯ","РЕАЛЬНЕ","FARTReal","FART","Real recordings of farts.","людський пук, метеоризм, пук, тук"],
["БІЙКА","ПАДІННЯ ТІЛА","FGHTBf","FGHT","Bodyfalls, but probably also body scuffles on ground, from simple to complex. On any surface.","bodyfall, body drag, scuffle, body slam, tackle, tackle"],
["БІЙКА","ТКАНИНА","FGHTClth","FGHT","Active or big scuffling cloth, big fight cloth movement.","бойовий прийом, захват, захоплення, вихоплення, удар предметом, удар рукою, удар ногами"],
["БІЙКА","ЗАХОПЛЕННЯ","FGHTGrab","FGHT","Big arm grabs, hand or arm blocks as well as they're similar sounds, grappling during wrestling or martial arts.","боротьба, захват, захват, боротьба, боротьба, дзюдо"],
["БІЙКА","УДАР","FGHTImpt","FGHT","Fight impacts, blocks, kicks and punches. BODYFALLS has its own subcategory here, as do GRABS.","удар кулаком, ногою, удар по корпусу, ляпас, ляпас, шльопок, бійка, поштовх, носок, аперкот, джеб"],
["БІЙКА","РІЗНЕ","FGHTMisc","FGHT","Fight sounds not fitting another category in this list.","різне"],
["ВОГОНЬ","ГОРІННЯ","FIREBurn","FIRE","Covers normal fire burning, mostly roars, not isolate fire crackle, which have their own category. See also new FIRE-TURBULENT category.","вогнище, багаття, пожежа, пожежа в лісі, пожежа в будівлі, полум'я, пекло, горіння, труть, багаття"],
["ВОГОНЬ","ВИВІЛЬНЕННЯ","FIREBrst","FIRE","A sharp and loud release of fire, covers fire bursts, big flare ups. Think a backdraft explosion of fire. A flamethrower. Usually a single event.","зворотна тяга, вогонь дракона, поглинання"],
["ВОГОНЬ","ПОТРІСКУВАННЯ","FIRECrkl","FIRE","Specifically crackly fire elements, isolated crackle, or a very crackly fire, good for layering to other fire.","pop, spit, snap, sparkle"],
["ВОГОНЬ","ГАЗ","FIREGas","FIRE","Gas burners as you'd find in a kitchen stove or gas grill. That sort of hissy or airy fire burn. Crematoriums and furnaces.","газовий гриль, бунзенівський пальник, піч, похідна піч, кухонна плита, крематорій, газова плита"],
["ВОГОНЬ","ЗАПАЛЮВАННЯ","FIREIgn","FIRE","Fire ignites, including matches, lighters. That initial spark of ignition of a fire.","сірник, запальничка, блискавка, спалахнути, спалахнути, розгорітися, розгорітися, розгорітися, розгорітися, розгорітися"],
["ВОГОНЬ","РІЗНЕ","FIREMisc","FIRE","Fire sounds not fitting another category in this list.","різне"],
["ВОГОНЬ","ШИПІННЯ","FIRESizz","FIRE","Glowing red pokers, fuses, coal embers when extinguished, sauna rocks when water is poured on them. Glowing red hot.","кочерга, запал, запобіжник, запал горіти"],
["ВОГОНЬ","ФАКЕЛ","FIRETrch","FIRE","Constant torches and torch movement, that phasey fire sound as a torch is moved around.","факел, запал, смолоскип, факел, фаєрбренд, вогняна палиця, кресало"],
["ВОГОНЬ","БУРХЛИВА","FIRETurb","FIRE","Wildly whooshing turbulent violent fire. Larger than just burning, think fire tornado. Extreme moving fire.","вогняний вихор, бурхливий вогонь, вогнемет, вогняний смерч, поглинання, зворотний потік"],
["ВОГОНЬ","СВИСТ РОЗСІЧЕННЯ ПОВІТРЯ","FIREWhsh","FIRE","Big whooshy fire events like a fireball through the air.","вогняна куля, факел, факел Молотова, факел, факел, зворотна тяга"],
["ФЕЄРВЕРК","ПРОФЕСІЙНИЙ","FRWKComr","FRWK","Large commercial fireworks, mortars, as on the 4th of July. Full displays or single large mortars.","міномет, феєрверк, піротехніка, бабах, снаряд, салют, феєрверк"],
["ФЕЄРВЕРК","РІЗНЕ","FRWKMisc","FRWK","Firework sounds not fitting another category in this list.","різне"],
["ФЕЄРВЕРК","АМАТОРСЬКИЙ","FRWKRec","FRWK","Small store-bought, recreational fireworks, firecrackers and roman candles and bottle rockets.","петарда, м80, бенгальська вогонь, пляшка-ракета, димова шашка, джампінг-джек, римська свічка, поппер, вишнева бомба"],
["ФОЛІ","ТКАНИНА","FOLYClth","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","шелест, рух, мвмт, зузз"],
["ФОЛІ","КРОКИ","FOLYFeet","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","нога, черевик, крок, поверхня"],
["ФОЛІ","РУКИ","FOLYHand","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","поплескати, схопити, ручка, поставити"],
["ФОЛІ","РІЗНЕ","FOLYMisc","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","різне"],
["ФОЛІ","РЕКВІЗИТ","FOLYProp","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","реквізит, бутафорія"],
["ЇЖА ТА НАПОЇ","ПРИГОТУВАННЯ","FOODCook","FOOD","Things overtly related to cooking, baking, preparation, chopping.","рубати, різати, нарізати кубиками, змішувати, змішувати, збивати, пасерувати, смажити, варити, готувати на грилі, шипіти, готувати на пару, тушкувати, перемішувати, солити"],
