[["ILMA","PUHALLUS","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","paineilma, paineenalennus, vapautus, puhallus, räiskintä, räpyttely, huuhtelu, puhdistus"],
["ASE","NUOLI","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","nuoli, pultti, jousipyssy, värisevä jousipyssy"],
["ASE","KIRVES","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","kirves, kirves, kirves, hakkapeliitta, heittokirves"],
["ASE","NUIJA JNE","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","maila, maila, keihäs, pallo ja ketju, nunchuck, sotavasara, sotavasara, keppi, rystyset, räpylä, tonfa, yökeppi, nuijasauva."],
["ASE","JOUSIPYSSY","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","pitkäjousi, yhdistelmäjousi, varsijousi"],
["ASE","VEITSI","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","Kytkinterä, puukko, perhosveitsi, metsästysveitsi, yleiskäyttöön tarkoitettu veitsi, leikkuuveitsi, teurastusveitsi, juoksuhaudan puukko, kokkiveitsi."],
["ASE","SEKALAINEN","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","ritsat"],
["ASE","KEIHÄS, HARPPUUNA JNE","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","keihäs, hauki, harppuuna, keihäsveitsi, keihäskeihäs, keihäskeihäs, keihäskeihäs, pollaxe"],
["ASE","KATAPULTTI","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","katapultti, trebuchet, rynnäkköpylväs, ballista, piiritystorni."],
["ASE","MIEKKA","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, saksi, leveämiekka, rapier, pitkämiekka, samurai, cutlass, miekkailu, kattana, machete, sapeli, viikinkimiekka, foileri"],
["ASE","RUOSKA","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","ruoska, hevosruoska, ruoskanisku, ruoskanisku, ruoskanisku"],
["SÄÄ","RAE","HAIL","HAIL","Hail on various surfaces.","raekuuro, jää, räntäsade"],
["SÄÄ","SEKALAINEN","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","sekalaiset"],
["SÄÄ","MYRSKY","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","hurrikaani, ukkosmyrsky, taifuuni, räntäsade, hiekkamyrsky, tornado, sykloni, raekuuro,"],
["SÄÄ","UKKONEN","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","ukkosmyrsky, salama, salamanisku, ukkosenisku, salama, salama, ukkonen, jyrinä, jyrinä, jyrinä, jyrinä"],
["VIHELLYS","IHMINEN","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","vihellys, hurraus, ihminen, susipilli, merkki, signaali"],
["VIHELLYS","MEKAANINEN","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","höyrylaiva, erotuomari, putki, poliisin pilli, teepannu, junan pilli."],
["VIHELLYS","SEKALAINEN","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, nenähuilu"],
["TUULI","DESIGN","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","puhallinkone, synteettinen, keinotekoinen, tonaalinen"],
["TUULI","SEKALAINEN","WIND","WIND","Base and general wind category.","sekalaiset"],
["TUULI","PUUSKA","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","puuska, tuulenpuuska, tuulenpuuska, tuulenvire, tuulenvire, tuulenvire, tuulenpuuska, tuulenpuuska, tuulenpuuska"],
["TUULI","SISÄ","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","sisätila, sälekaihdin, kolina, murina, veto"],
["TUULI","TONAALINEN","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","ulvonta, vihellys, valitusvirsi, tonaalinen ääni"],
["TUULI","PYÖRRE","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, myrskyisä tuuli, voimakas tuuli, raju tuuli, buffet"],
["TUULI","KASVILLISUUS","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","lehvistö, kasvillisuus, ruoho, puu, lehti, kasvi, kahina, kohina"],
["IKKUNA","VERHO","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","verho, kaihdin, sälekaihtimet, pimennys, varjot, sävyt"],
["IKKUNA","KAHVA & LUKKO","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","ikkunan salpa, ikkunakahva, ikkunalukko, ikkunatiiviste, ikkunan tiiviste"],
["IKKUNA","KOPUTUS","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","koputtaa, ikkuna, kolina"],
["IKKUNA","METALLI","WNDWMetl","WNDW","Metal framed windows, open and close.","metallikehys"],
["IKKUNA","SEKALAINEN","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","sekalaiset"],
["IKKUNA","MUOVI","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","muovikehys"],
["IKKUNA","PUU","WNDWWood","WNDW","Wood framed windows, open and close.","puukehys"],
["SIIPI","LINTU","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","linnun siipi, läppä, lepatus"],
["SIIPI","OLIO","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","lohikäärmeen siipi, keijun siipi, aarnikotkan siipi, sfinksin siipi, enkelin siipi, feeniksin siipi, jättiläislinnun siipi."],
["SIIPI","HYÖNTEINEN","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","kärpänen, mehiläinen, sudenkorento, koi, perhonen, kovakuoriainen, skarabeus, hornet, ampiainen, heinäsirkka"],
["SIIPI","SEKALAISET","WINGMisc","WING","Wing sounds not fitting another category in this list.","sekalaiset"],
["PUU","HAJOAMINEN","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","murtuu, halkeaa, repeää, särkyy, murskaantuu, sirpaloituu."],
["PUU","MURSKAUS & PIRSTALEET","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","putoaminen, roskat, törmäys, kaatuminen, puutavara"],
["PUU","KITKA","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","rasitus, raapaisu, narina, vinkuminen, narina."],
["PUU","KÄSITTELY","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","käsitellä, tarttua, asettaa, noutaa, laskea, heittää, ottaa kiinni."],
["PUU","ISKU","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","lyödä, pudottaa, törmätä, kolahtaa, kolahtaa, kolahtaa, kolahtaa, kolahtaa, kolahtaa, kolahtaa."],
["PUU","SEKALAINEN","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","sekalaiset"],
["PUU","LIIKE","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","vetää, rullaa, kolisee, ravistaa"],
["PUU","TONAALINEN","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","bowed, ring, wronk, shing, warp"]]
