[["LUFT","BLASEN","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","Druckluft, Druck ablassen, ablassen, puff, sputter, flutter, purge"],
["WAFFE","STUMPF","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","Keule, Schläger, Streitkolben, Kugel und Kette, Nunchuck, Kriegshammer, Kriegshammer, Daube, Schlagring, Dreschflegel, Tonfa, Schlagstock, Knüppel"],
["WAFFE","BOGEN","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","Langbogen, Verbundkasten, Armbrust"],
["WAFFE","MESSER","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","Springmesser, Klappmesser, Butterflymesser, Jagdmesser, Gebrauchsmesser, Hackmesser, Fleischermesser, Grabenmesser, Kochmesser"],
["WAFFE","DIV","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","Schleuder"],
["WAFFE","SPEER & SPIESS","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","Speer, Hecht, Harpune, Hellebarde, Speer, Poleaxe, Pollaxe"],
["WAFFE","BELAGERUNG","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","Katapult, Trebuchet, Rammbock, Ballista, Belagerungsturm"],
["WAFFE","SCHWERT","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","Falchion, Krummsäbel, Breitschwert, Rapier, Langschwert, Samurai, Entermesser, Fechtschwert, Kattana, Machete, Säbel, Wikingerschwert, Florett"],
["WAFFE","PEITSCHE","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","Ochsenziemer, Pferdepeitsche, Peitsche, Peitschenknall"],
["WETTER","HAGEL","HAIL","HAIL","Hail on various surfaces.","Hagel, Eis, Schneeregen"],
["WETTER","DIV","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","Verschiedenes"],
["WETTER","STURM","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","Wirbelsturm, Gewitter, Taifun, Graupel, Sandsturm, Tornado, Zyklon, Hagelsturm,"],
["WETTER","GEWITTER","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","Gewitter, Blitz, Donnerschlag, Donnerkeil, Blitz, Donner, Knacken, Rollen, Grollen"],
["PFEIFEN","MENSCHLICH","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","Pfeife, Jubel, Mensch, Wolfspfeife, Signal"],
["PFEIFEN","MECHANISCH","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","Dampfer, Schiedsrichter, pfeifen, Polizeipfeife, Teekanne, Zugpfeife"],
["PFEIFEN","DIV","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","Schiedsrichter, Nasenflöte"],
["WIND","DESIGNED","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","Windmaschine, synthetisch, künstlich, tonal"],
["WIND","ALLGEMEIN","WIND","WIND","Base and general wind category.","Verschiedenes"],
["WIND","BÖE","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","Böe, stürmisch, Hauch, Brise, Buffet, Windhauch, Orkan, Sturmböe"],
["WIND","INNEN","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","Innenraum, Fensterladen, Klappern, Stöhnen, Zugluft"],
["WIND","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","Heulen, Pfeifen, Stöhnen, tonal"],
["WIND","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","Buffet, stürmischer Wind, starker Wind, heftiger Wind, Buffet"],
["WIND","VEGETATION","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","Laub, Vegetation, Gras, Baum, Blatt, Pflanze, Rascheln"],
["FENSTER","ABDECKUNG","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","Vorhang, Jalousie, Rollladen, Verdunkelung, Jalousien"],
["FENSTER","BESCHLÄGE","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","Fensterriegel, Fensterkurbeln, Fensterschloss, Fensterdichtung"],
["FENSTER","KLOPFEN","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","klopfen, scheibe, klappern"],
["FENSTER","METALL","WNDWMetl","WNDW","Metal framed windows, open and close.","Metallrahmen"],
["FENSTER","DIV","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","Verschiedenes"],
["FENSTER","KUNSTSTOFF","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","Kunststoffrahmen"],
["FENSTER","HOLZ","WNDWWood","WNDW","Wood framed windows, open and close.","Holzrahmen"],
["FLÜGEL","VOGEL","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","Vogelflügel, flattern, flattern"],
["FLÜGEL","KREATUR","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","Drachenflügel, Feenflügel, Greifenflügel, Sphinxflügel, Engelsflügel, Phönixflügel, Riesenvogelflügel"],
["FLÜGEL","INSEKT","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","Fliege, Biene, Libelle, Motte, Schmetterling, Käfer, Skarabäus, Hornisse, Wespe, Heuschrecke"],
["FLÜGEL","DIV","WINGMisc","WING","Wing sounds not fitting another category in this list.","Verschiedenes"],
["HOLZ","BRECHEN","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","bricht, knackt, reißt, zersplittert, knirscht, splittert"],
["HOLZ","CRASH & TRÜMMER","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","Fall, Trümmer, Absturz, Sturz, Holz"],
["HOLZ","FRIKTION","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","Belastung, Schrammen, Knarren, Quietschen, Quietschen"],
["HOLZ","HANTIEREN","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","anfassen, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["HOLZ","EINSCHLAG+N705:N720","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","treffen, fallen lassen, aufprallen, krachen, klappern, klirren, klirren, hacken"],
["HOLZ","DIV","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","Verschiedenes"],
["HOLZ","BEWEGUNG","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","ziehen, rollen, rasseln, schütteln"],
["HOLZ","TONAL","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","krümmen, klingeln, wackeln, schütteln, verziehen"]]
