[["POWIETRZE","PODMUCH","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","sprężone powietrze, obniżać ciśnienie, wypuszczać, puff, sputter, flutter, purge"],
["UZBROJENIE","BAT","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","bicz, bicz koński, chłosta, biczownica"],
["POGODA","GRAD","HAIL","HAIL","Hail on various surfaces.","grad, lód, śnieg"],
["POGODA","RÓŻNE","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","różne"],
["POGODA","BURZA","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","huragan, burza, tajfun, śnieg, burza piaskowa, tornado, cyklon, grad,"],
["POGODA","GRZMOT","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","burza, piorun, klaps, piorun, błyskawica, grzmot, trzask, walec, huk"],
["GWIZDANIE","LUDZKIE","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","gwizdek, doping, człowiek, wilczy gwizdek, sygnał"],
["GWIZDANIE","MECHANICZNE","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","parowiec, sędzia, ząbek, gwizdek policyjny, dzbanek do herbaty, gwizdek pociągowy"],
["GWIZDANIE","RÓŻNE","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, fletnia nosowa"],
["WIATR","DESIGNED","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","dęty, syntetyczny, sztuczny, tonalny"],
["WIATR","OGÓLNE","WIND","WIND","Base and general wind category.","różne"],
["WIATR","PODMUCH","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","podmuch, wietrzyk, wiaterek, bryza, bufet, powiew, wichura, flurry"],
["WIATR","WE WNĘTRZU","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","wnętrze, okiennica, grzechot, jęk, przeciąg"],
["WIATR","TONALNY","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","wycie, gwizd, jęk, tonalny"],
["WIATR","NIESPOKOJNE","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","bufet, burzliwy wiatr, silny wiatr, gwałtowny wiatr, bufet"],
["WIATR","ROŚLINNOŚĆ","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","liście, roślinność, trawa, drzewo, liść, roślina, szelest"],
["OKNA","ZASŁONY","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","zasłona, żaluzja, okiennica, zaciemnienie, żaluzje"],
["OKNA","AKCESORIA","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","zatrzask okienny, korby okienne, zamek okienny, uszczelka okienna"],
["OKNA","PUKANIE","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","pukanie, szyba, grzechotka"],
["OKNA","METALOWE","WNDWMetl","WNDW","Metal framed windows, open and close.","rama metalowa"],
["OKNA","RÓŻNE","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","różne"],
["OKNA","PLASTIKOWE","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","rama plastikowa"],
["OKNA","DREWNIANE","WNDWWood","WNDW","Wood framed windows, open and close.","ramka drewniana"],
["SKRZYDŁA","PTAK","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","skrzydło ptaka, klapnięcie, trzepotanie"],
["SKRZYDŁA","STWÓR","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","skrzydło smoka, skrzydło wróżki, skrzydło gryfa, skrzydło sfinksa, skrzydło anioła, skrzydło feniksa, skrzydło wielkiego ptaka"],
["SKRZYDŁA","OWAD","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","mucha, pszczoła, ważka, ćma, motyl, żuk, skarabeusz, szerszeń, osa, szarańcza"],
["SKRZYDŁA","RÓŻNE","WINGMisc","WING","Wing sounds not fitting another category in this list.","różne"],
["DREWNO","ŁAMANIE","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","łamie się, pęka, rozrywa, rozbija, chrupie, drzazga"],
["DREWNO","ROZBICIE I ODŁAMKI","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","upadek, odłamki, zderzenie, upadek, drewno"],
["DREWNO","TARCIE","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","naprężenia, zadrapania, skrzypienia, piski, łoskot"],
["DREWNO","TRZYMANIE","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","chwytać, chwytać, ustawiać, podnosić, odkładać, podrzucać, łapać"],
["DREWNO","UDERZENIE","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","uderzenie, upadek, uderzenie, zderzenie, brzęk, brzęk, brzęk, brzęk, brzęk, brzęk"],
["DREWNO","RÓŻNE","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","różne"],
["DREWNO","PORUSZANIE","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","ciągnąć, toczyć, grzechotać, trząść"],
["DREWNO","TONALNE","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","wygięty, dzwonek, wronk, shing, warp"]]
