[["ВОЗДУХ","ПОТОК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","сжатый воздух, разгерметизация, выпуск, пыхтение, распыление, трепыхание, продувка"],
["ВЫДВИЖНЫЕ ЯЩИКИ","МЕТАЛЛ","DRWRMetl","DRWR","Metal drawers like on a toolbox.","ящик для инструментов, ящик стеллажа, шкаф для документов, кассовый аппарат, ящик для ценных бумаг"],
["ВЫДВИЖНЫЕ ЯЩИКИ","РАЗНОЕ","DRWRMisc","DRWR","Drawer sounds not fitting another category in this list.","разное"],
["ВЫДВИЖНЫЕ ЯЩИКИ","ПЛАСТИК","DRWRPlas","DRWR","Plastic drawers, maybe on a parts bin.","корзина для запчастей, настольный органайзер"],
["ВЫДВИЖНЫЕ ЯЩИКИ","ДЕРЕВО","DRWRWood","DRWR","Kitchen drawers, bathroom drawers. Most drawers would probably fall into this category.","кухонный ящик, ящик в ванной"],
["ЭЛЕКТРИЧЕСТВО","ДУГА","ELECArc","ELEC","A longer movement of electricity, think Jacob's ladder, or a power station switching arc when decoupled.","лестница якоба, катушка тесла, ковчег, арка, электростанция, удар током"],
["ЭЛЕКТРИЧЕСТВО","ГУДЕНИЕ И ЖУЖЖАНИЕ","ELECBuzz","ELEC","Ground hum, buzzes, steady electrical hums, guitar pickup hum, amp hum. Any steady electric hum or buzz.","земляной гул, гул усилителя, гул усилителя, гул динамика, гул динамика, гул, гул, гул, индукционный гул"],
["ЭЛЕКТРИЧЕСТВО","ЭЛЕКТРОМАГНИТНОЕ ПОЛЕ","ELECEmf","ELEC","Electromagnetic field recordings specifically.","ЭДС, катушка, пикап, индукция"],
["ЭЛЕКТРИЧЕСТВО","РАЗНОЕ","ELECMisc","ELEC","Electric sounds not fitting another category in this list.","разное"],
["ЭЛЕКТРИЧЕСТВО","ИСКРЫ","ELECSprk","ELEC","Think sparklers, or a downed power line emitting sparks, welding... A singular spark would probably be a ZAP.","искра, сварка, напыление, замыкание"],
["ЭЛЕКТРИЧЕСТВО","РАЗРЯД","ELECZap","ELEC","A short, shocking fast percussive electrical sound. Or a repetition of short fast sounds. A taser is a series of ZAPS.","разряд, электрошок, электрошокер, удар током"],
["СНАРЯЖЕНИЕ","УЗДЕЧКА И УПРЯЖЬ","EQUIPBridle","EQUIP","Equipment for animals use. Horse bridle, reigns, leashes, harnesses, dog leashes, saddle straps.","уздечка, поводья, поводок, шлейка, собачий поводок, ремень для седла"],
["СНАРЯЖЕНИЕ","ВИСОКОТЕХНОЛОГИЧНОЕ","EQUIPTech","EQUIP","Hi-Tech gear, things like spacesuits, complex suits with lots of gizmos or complex parts.","скафандр, хозяйственный пояс"],
["СНАРЯЖЕНИЕ","РАЗНОЕ","EQUIPMisc","EQUIP","Equipment sounds not fitting another category in this list. See also TOOLS and OBJECT categories.","разное"],
["СНАРЯЖЕНИЕ","ТУРИСТИЧЕСКОЕ","EQUIPRec","EQUIP","Recreational gear, like backpacks, hiking gear, rock climbing harnesses, camping tents. Specifically outdoor recreation. See also OBJECTS-GYM.","рюкзак, поход, пеший туризм, альпинизм, восхождение, скалолазание, лагерь, палатка"],
["СНАРЯЖЕНИЕ","СПОРТИВНОЕ","EQUIPSprt","EQUIP","Gear worn while playing sports, American football shoulder pads, hockey gear, etc.","наплечник, наколенник, накладка на голень, ремень для качки"],
["СНАРЯЖЕНИЕ","ТАКТИЧЕСКОЕ","EQUIPTact","EQUIP","Military and police belts, bandoliers, ammo belts. Military gear, troop gear.","пояс, тактический, дежурный пояс, пояс для патронов, полицейский, военный, бандольер"],
["ВЗРЫВЫ","ЗВУКОВОЙ ДИЗАЙН","EXPLDsgn","EXPL","Designed or stylized explosions and sweeteners. Hyperreal explosions.","ударная волна, подсластитель, эхо"],
["ВЗРЫВЫ","РАЗНОЕ","EXPLMisc","EXPL","Explosion sounds not fitting another category in this list.","детонация"],
["ВЗРЫВЫ","НАСТОЯЩИЕ","EXPLReal","EXPL","Real explosion recordings, realistic explosions, not overly stylized. (FIREWORKS has its own category)","взрыв, имплозия, треск, хлопок"],
["ПУКАНИЕ","ЗВУКОВОЙ ДИЗАЙН","FARTDsgn","FART","Fake or designed farts, whoopie cushion, flarp, mouth farts.","замазка, разберри, малина, подушка, фларп, подмышка, мешок для пердежа, воздушный шар"],
["ПУКАНИЕ","РАЗНОЕ","FARTMisc","FART","Fart sounds not fitting another category in this list.","животный пук"],
["ПУКАНИЕ","РЕАЛЬНОЕ","FARTReal","FART","Real recordings of farts.","человеческий пердеж, метеоризм, пуканье, зубы"],
["ДРАКА","ПАДЕНИЕ ТЕЛА","FGHTBf","FGHT","Bodyfalls, but probably also body scuffles on ground, from simple to complex. On any surface.","падение тела, волочение тела, потасовка, бодислэм, захват"],
["ДРАКА","ТКАНЬ","FGHTClth","FGHT","Active or big scuffling cloth, big fight cloth movement.","боевая ткань, захват, выхватывание, удар тканью, удар тканью"],
["ДРАКА","ЗАХВАТ","FGHTGrab","FGHT","Big arm grabs, hand or arm blocks as well as they're similar sounds, grappling during wrestling or martial arts.","борьба, захват, хватка, борьба, дзюдо"],
["ДРАКА","УДАР","FGHTImpt","FGHT","Fight impacts, blocks, kicks and punches. BODYFALLS has its own subcategory here, as do GRABS.","удар, пинок, удар телом, пощечина, шлепок, драка, толчок, носок, апперкот, джеб"],
["ДРАКА","РАЗНОЕ","FGHTMisc","FGHT","Fight sounds not fitting another category in this list.","разное"],
["ОГОНЬ","ГОРЕНИЕ","FIREBurn","FIRE","Covers normal fire burning, mostly roars, not isolate fire crackle, which have their own category. See also new FIRE-TURBULENT category.","костер, костер, костер, костер в кустах, костер в строении, пламя, инферно, горение, хворост, костер"],
["ОГОНЬ","ВЫСВОБОЖДЕНИЕ","FIREBrst","FIRE","A sharp and loud release of fire, covers fire bursts, big flare ups. Think a backdraft explosion of fire. A flamethrower. Usually a single event.","обратная тяга, драконий огонь, охватить"],
["ОГОНЬ","ПОТРЕСКИВАНИЕ","FIRECrkl","FIRE","Specifically crackly fire elements, isolated crackle, or a very crackly fire, good for layering to other fire.","хлопок, плевок, щелчок, искра"],
["ОГОНЬ","ГАЗ","FIREGas","FIRE","Gas burners as you'd find in a kitchen stove or gas grill. That sort of hissy or airy fire burn. Crematoriums and furnaces.","газовый гриль, бунзеновская горелка, печь, походная плита, кухонная плита, крематорий, газовый диапазон"],
["ОГОНЬ","ЗАЖИГАНИЕ","FIREIgn","FIRE","Fire ignites, including matches, lighters. That initial spark of ignition of a fire.","спичка, зажигалка, зиппо, воспламеняться, вспыхивать, вспыхивать, разгораться, разгораться"],
["ОГОНЬ","РАЗНОЕ","FIREMisc","FIRE","Fire sounds not fitting another category in this list.","разное"],
["ОГОНЬ","ШИПЕНИЕ","FIRESizz","FIRE","Glowing red pokers, fuses, coal embers when extinguished, sauna rocks when water is poured on them. Glowing red hot.","кочерга, фитиль, фитиль гореть"],
["ОГОНЬ","ФАКЕЛ","FIRETrch","FIRE","Constant torches and torch movement, that phasey fire sound as a torch is moved around.","факел, фитиль, факел, факел, огненная палка, огненная палочка, крессет"],
["ОГОНЬ","БУРНАЯ","FIRETurb","FIRE","Wildly whooshing turbulent violent fire. Larger than just burning, think fire tornado. Extreme moving fire.","огненный вихрь, яростный огонь, пламяметатель, огненный смерч, охватить, обратная тяга"],
["ОГОНЬ","СВИСТ РАССЕКАНИЯ ВОЗДУХА","FIREWhsh","FIRE","Big whooshy fire events like a fireball through the air.","огненный шар, пламя, молотов, вспышка, обратная тяга"],
["ФЕЙЕРВЕРК","ПРОФЕССИОНАЛЬНЫЙ","FRWKComr","FRWK","Large commercial fireworks, mortars, as on the 4th of July. Full displays or single large mortars.","миномет, фейерверк, пиротехника, кабум, снаряд, фейерверк"],
["ФЕЙЕРВЕРК","РАЗНОЕ","FRWKMisc","FRWK","Firework sounds not fitting another category in this list.","разное"],
["ФЕЙЕРВЕРК","АМАТОРСКИЙ","FRWKRec","FRWK","Small store-bought, recreational fireworks, firecrackers and roman candles and bottle rockets.","петарда, m80, искра, бутылочная ракета, дымовая шашка, прыгающий домкрат, римская свеча, поппер, вишневая бомба"],
["ФОЛИ","ТКАНЬ","FOLYClth","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","шорох, движение, движение, движение, дребезг"],
["ФОЛИ","ШАГИ","FOLYFeet","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","нога, обувь, подножка, поверхность"],
["ФОЛИ","РУКИ","FOLYHand","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","похлопывание, захват, ручка, набор"],
["ФОЛИ","РАЗНОЕ","FOLYMisc","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","разное"],
["ФОЛИ","РЕКВИЗИТ","FOLYProp","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","реквизит, реквизит"],
["ЕДА И НАПИТКИ","ПРИГОТОВЛЕНИЕ","FOODCook","FOOD","Things overtly related to cooking, baking, preparation, chopping.","рубить, резать, нарезать кубиками, смешивать, смешивать, взбивать, взбивать, солить, жарить, варить, жарить на гриле, шипеть, парить, тушить, перемешивать, солить"],
["ЕДА И НАПИТКИ","ПИТЬЕ","FOODDrnk","FOOD","Specifically drinking, would also cover animals drinking, dogs lapping water, a horse drinking.","глотать, хлюпать, пить, глотать, глоток, напиток, глоток, глоток, глоток, глоток, глоток"],
["ЕДА И НАПИТКИ","ПОЕДАНИЕ","FOODEat","FOOD","Specifically eating, would also cover animals eating, a dog eating or a horse eating. Swallowing, chewing.","есть, хрустеть, жевать, глотать, чавкать, кусать, глотать, потреблять, пировать, кормить"],
